Date,Time,Current Temperature,Current Wind Speed,Current Wind Direction,Current Relative Humidity,Current Barometric Pressure,Current Rain Rate,Daily Rain Total,Month Rain Total,Year Rain Total,Windchill,Heat Index,Dewpoint,Daily High Temperature,Daily Low Temperature,Month High Temperature,Month Low Temperature,Year High Temperature,Year Low Temperature,Wind 10 minute Average,Wind 10 minute Gust,Daily Wind High,Month Wind High,Year Wind High
03/28/2022,05:56:46,49.9,1.0,355,72,29.700,0.0400,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,4.0,9.0,20.0,20.0
03/28/2022,05:57:46,49.9,6.0,97,72,29.700,0.0000,0.2600,1.4100,21.3600,47.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,7.0,9.0,20.0,20.0
03/28/2022,05:58:46,49.9,4.0,107,72,29.700,0.0000,0.2600,1.4100,21.3600,48.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,05:59:46,49.9,2.0,152,72,29.705,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,06:00:46,49.9,0.0,207,72,29.705,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,06:01:46,49.9,0.0,336,72,29.705,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,06:02:46,50.0,3.0,73,72,29.705,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,06:03:46,49.9,1.0,292,72,29.702,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,06:04:46,49.9,2.0,292,72,29.709,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,9.0,9.0,20.0,20.0
03/28/2022,06:05:46,49.9,12.0,75,72,29.707,0.0000,0.2600,1.4100,21.3600,44.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,12.0,12.0,20.0,20.0
03/28/2022,06:06:46,49.9,5.0,83,72,29.708,0.0000,0.2600,1.4100,21.3600,48.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,3.0,12.0,12.0,20.0,20.0
03/28/2022,06:07:46,49.9,1.0,100,72,29.708,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,3.0,12.0,12.0,20.0,20.0
03/28/2022,06:08:46,49.9,4.0,305,72,29.707,0.0000,0.2600,1.4100,21.3600,48.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,3.0,12.0,12.0,20.0,20.0
03/28/2022,06:09:46,49.9,0.0,275,72,29.708,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,3.0,12.0,12.0,20.0,20.0
03/28/2022,06:10:46,49.9,1.0,275,72,29.708,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,12.0,12.0,20.0,20.0
03/28/2022,06:11:46,49.9,0.0,275,72,29.708,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,12.0,12.0,20.0,20.0
03/28/2022,06:12:46,49.9,1.0,273,72,29.704,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,12.0,12.0,20.0,20.0
03/28/2022,06:13:46,49.9,0.0,344,72,29.707,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,12.0,12.0,20.0,20.0
03/28/2022,06:14:46,49.9,2.0,242,72,29.708,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,12.0,12.0,20.0,20.0
03/28/2022,06:15:46,49.9,1.0,241,72,29.707,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,2.0,5.0,12.0,20.0,20.0
03/28/2022,06:16:46,49.9,2.0,90,72,29.708,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:17:46,49.9,2.0,90,72,29.707,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:18:46,49.9,2.0,309,72,29.703,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:19:46,49.9,1.0,287,72,29.709,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:20:46,49.8,2.0,38,72,29.707,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:21:46,49.9,0.0,53,72,29.706,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:22:46,49.9,0.0,318,72,29.707,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:23:46,49.8,0.0,318,72,29.707,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:24:46,49.8,0.0,311,72,29.706,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:25:46,49.8,2.0,306,72,29.703,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:26:46,49.7,1.0,240,72,29.708,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:27:46,49.7,0.0,68,72,29.704,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:28:46,49.8,3.0,296,72,29.708,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:29:46,49.7,1.0,355,72,29.709,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:30:46,49.8,0.0,355,72,29.708,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:31:46,49.7,1.0,355,72,29.707,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:32:46,49.7,0.0,299,72,29.706,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:33:46,49.7,0.0,299,72,29.709,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:34:46,49.7,3.0,294,72,29.709,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,06:35:46,49.7,0.0,294,72,29.707,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,4.0,12.0,20.0,20.0
03/28/2022,06:36:46,49.7,0.0,294,72,29.710,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:37:46,49.7,0.0,294,72,29.711,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:38:46,49.7,0.0,294,72,29.711,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:39:46,49.7,1.0,294,72,29.711,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:40:46,49.7,1.0,294,72,29.714,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:41:46,49.7,0.0,294,72,29.712,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,06:42:46,49.7,0.0,294,72,29.716,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,3.0,12.0,20.0,20.0
03/28/2022,06:43:46,49.7,0.0,294,72,29.714,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:44:46,49.7,1.0,294,72,29.712,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:45:46,49.7,0.0,294,72,29.714,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:46:46,49.7,0.0,294,72,29.714,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:47:46,49.7,0.0,294,72,29.715,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:48:46,49.7,0.0,294,72,29.711,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:49:46,49.7,0.0,294,72,29.712,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.7,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:50:46,49.6,1.0,294,72,29.714,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:51:46,49.7,0.0,294,72,29.714,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:52:46,49.7,0.0,294,72,29.711,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:53:46,49.7,0.0,294,72,29.715,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:54:46,49.7,0.0,294,72,29.717,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:55:46,49.7,0.0,294,72,29.716,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:56:46,49.7,0.0,294,72,29.716,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:57:46,49.7,0.0,294,72,29.716,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,2.0,12.0,20.0,20.0
03/28/2022,06:58:46,49.7,0.0,294,72,29.720,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,06:59:46,49.7,0.0,294,72,29.733,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,07:00:46,49.7,0.0,294,72,29.718,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,07:01:46,49.7,0.0,294,72,29.720,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,1.0,12.0,20.0,20.0
03/28/2022,07:02:46,49.8,0.0,294,72,29.720,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,0.0,12.0,20.0,20.0
03/28/2022,07:03:46,49.7,0.0,294,72,29.719,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,0.0,12.0,20.0,20.0
03/28/2022,07:04:46,49.7,0.0,294,72,29.722,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,0.0,12.0,20.0,20.0
03/28/2022,07:05:46,49.7,0.0,294,72,29.722,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,0.0,12.0,20.0,20.0
03/28/2022,07:06:46,49.9,0.0,294,72,29.720,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,0.0,12.0,20.0,20.0
03/28/2022,07:07:46,49.8,2.0,259,72,29.721,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,6.0,12.0,20.0,20.0
03/28/2022,07:08:46,49.7,0.0,259,72,29.721,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,6.0,12.0,20.0,20.0
03/28/2022,07:09:46,49.7,0.0,259,72,29.722,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,6.0,12.0,20.0,20.0
03/28/2022,07:10:46,49.7,0.0,259,72,29.723,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,6.0,12.0,20.0,20.0
03/28/2022,07:11:46,49.7,3.0,284,72,29.724,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,0.0,6.0,12.0,20.0,20.0
03/28/2022,07:12:46,49.7,1.0,284,72,29.723,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:13:46,49.7,1.0,284,72,29.725,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:14:46,49.7,0.0,284,72,29.725,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:15:46,49.7,0.0,284,72,29.727,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:16:46,49.7,3.0,140,72,29.724,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,07:17:46,49.7,1.0,140,72,29.729,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,07:18:46,49.8,1.0,262,72,29.725,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,4.0,12.0,20.0,20.0
03/28/2022,07:19:46,49.8,2.0,286,72,29.726,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,5.0,12.0,20.0,20.0
03/28/2022,07:20:46,49.8,3.0,271,72,29.730,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:21:46,49.8,2.0,279,72,29.728,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:22:46,49.8,2.0,290,72,29.729,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:23:46,49.8,0.0,290,72,29.727,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:24:46,49.9,1.0,256,72,29.729,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:25:46,49.9,1.0,276,72,29.729,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:26:46,49.9,1.0,266,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:27:46,49.9,7.0,281,72,29.731,0.0000,0.2600,1.4100,21.3600,47.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:28:46,49.9,1.0,292,72,29.732,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:29:46,49.9,1.0,292,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:30:46,49.9,3.0,292,72,29.729,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:31:46,49.9,1.0,291,72,29.729,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:32:46,49.9,2.0,270,72,29.730,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:33:46,49.9,1.0,144,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:34:46,49.9,1.0,124,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:35:46,49.9,0.0,134,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:36:46,49.9,1.0,134,72,29.734,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:37:46,49.9,1.0,171,72,29.730,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:38:46,49.9,1.0,344,72,29.730,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:39:46,49.9,1.0,290,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:40:46,49.9,2.0,290,72,29.731,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:41:46,49.9,1.0,291,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,07:42:46,49.9,3.0,247,72,29.730,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:43:46,49.9,6.0,276,72,29.729,0.0000,0.2600,1.4100,21.3600,47.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,7.0,12.0,20.0,20.0
03/28/2022,07:44:46,49.8,1.0,261,72,29.732,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:45:46,49.8,1.0,311,72,29.732,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:46:46,49.8,1.0,283,72,29.729,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:47:46,49.8,0.0,283,72,29.732,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:48:46,49.7,0.0,283,72,29.732,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:49:46,49.7,4.0,274,72,29.730,0.0000,0.2600,1.4100,21.3600,48.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:50:46,49.7,1.0,293,72,29.733,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:51:46,49.7,0.0,293,72,29.731,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:52:46,49.7,0.0,293,72,29.734,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:53:46,49.7,0.0,307,72,29.732,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,2.0,7.0,12.0,20.0,20.0
03/28/2022,07:54:46,49.7,2.0,311,72,29.734,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,7.0,12.0,20.0,20.0
03/28/2022,07:55:46,49.7,4.0,288,72,29.735,0.0000,0.2600,1.4100,21.3600,48.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,7.0,12.0,20.0,20.0
03/28/2022,07:56:46,49.7,3.0,217,72,29.735,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,7.0,12.0,20.0,20.0
03/28/2022,07:57:46,49.7,0.0,217,72,29.735,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,7.0,12.0,20.0,20.0
03/28/2022,07:58:46,49.7,0.0,217,72,29.735,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,07:59:46,49.6,2.0,265,72,29.732,0.0000,0.2600,1.4100,21.3600,49.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,08:00:46,49.7,1.0,265,72,29.733,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,08:01:46,49.6,0.0,265,72,29.737,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,08:02:46,49.6,0.0,265,72,29.736,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,08:03:46,49.7,0.0,265,72,29.735,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,08:04:46,49.8,1.0,265,72,29.733,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,6.0,12.0,20.0,20.0
03/28/2022,08:05:46,49.8,1.0,265,72,29.735,0.0000,0.2600,1.4100,21.3600,50.0,49.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
03/28/2022,08:06:46,49.9,2.0,265,72,29.737,0.0000,0.2600,1.4100,21.3600,49.0,50.0,41.0,50.3,49.6,81.1,33.6,83.0,29.0,1.0,3.0,12.0,20.0,20.0
